Block	Column	Row	Pos	Name	ID
45	8	3	8016	E12_e29_plate_04	WheatUG-1_GS0016_B12
10	7	7	1141	E12_e29_plate_07	WheatUG-1_GS0017_G8
36	7	15	7553	E12_e29_plate_08	WheatUG-1_GS0017_H11
46	8	9	9038	E12_e29_plate_09	WheatUG-1_GS0018_F2
9	7	7	1127	E12_e310_plate_02	WheatUG-1_GS0019_G8
46	6	9	9036	E12_e310_plate_12	WheatUG-1_GS0022_B6
9	5	7	1125	E12_e411_plate_06	WheatUG-1_GS0023_C12
21	5	5	3309	E12_e411_plate_10	WheatUG-1_GS0024_G10
12	4	13	2174	E12_e411_plate_14	WheatUG-1_GS0025_E9
24	5	14	4863	E12_e512_plate_01	WheatUG-1_GS0026_A3
11	5	12	1993	E12_e512_plate_06	WheatUG-1_GS0027_E1
33	4	15	7508	E12_e512_plate_10	WheatUG-1_GS0027_B12
21	4	7	3644	E12_e512_plate_13	WheatUG-1_GS0028_A8
47	4	15	10056	E12_e512_plate_14	WheatUG-1_GS0028_B11
34	3	11	6849	E12_h116_plate_01	WheatUG-1_GS0029_H4
36	2	3	5532	E12_h116_plate_02	WheatUG-1_GS0029_F7
10	2	9	1472	E12_h116_plate_04	WheatUG-1_GS0029_A12
48	2	9	9060	E12_h116_plate_08	WheatUG-1_GS0030_B11
33	3	8	6331	E12_h116_plate_10	WheatUG-1_GS0031_B4
35	2	4	5686	E12_h116_plate_11	WheatUG-1_GS0031_H7
23	2	1	2662	E12_j122_plate_01	WheatUG-1_GS0032_A7
12	2	15	2508	E12_j122_plate_02	WheatUG-1_GS0033_E1
22	1	1	2647	E12_j122_plate_04	WheatUG-1_GS0034_G2
35	1	5	5853	E12_j122_plate_06	WheatUG-1_GS0035_H3
17	14	7	3598	E12_j122_plate_09	WheatUG-1_GS0036_E8
30	13	5	5795	E12_j122_plate_10	WheatUG-1_GS0037_H2
6	12	1	82	E12_j122_plate_11	WheatUG-1_GS0037_E8
18	13	14	4787	E12_j122_plate_13	WheatUG-1_GS0038_A8
42	12	9	8986	E12_j122_plate_14	WheatUG-1_GS0038_F12
5	12	6	908	E12_j223_plate_02	WheatUG-1_GS0039_G10
17	13	14	4773	E12_j223_plate_04	WheatUG-1_GS0040_A8
17	12	8	3764	E12_j223_plate_05	WheatUG-1_GS0040_C12
42	10	3	7976	E12_j223_plate_11	WheatUG-1_GS0042_F12
5	11	9	1411	E12_j223_plate_13	WheatUG-1_GS0043_C8
19	12	11	4296	E12_j223_plate_14	WheatUG-1_GS0044_A1
7	8	7	1100	E12_j223_plate_4   	WheatUG-1_Control_A10
7	8	9	1436	E12_j223_plate_4   	WheatUG-1_Control_I10
19	8	7	3620	E12_j223_plate_4   	WheatUG-1_Control_B10
19	8	9	3956	E12_j223_plate_4   	WheatUG-1_Control_J10
17	11	13	4603	E12_j324_plate_02	WheatUG-1_GS0044_C10
7	9	8	1269	E12_l125_plate_08	WheatUG-1_GS0047_E9
7	9	11	1773	E12_l125_plate_09	WheatUG-1_GS0047_C11
8	7	15	2457	E12_l226_plate_03	WheatUG-1_GS0049_G3
32	6	8	6320	E12_l226_plate_04	WheatUG-1_GS0049_H7
31	7	12	6979	E12_l226_plate_10	WheatUG-1_GS0051_B3
18	5	12	4443	E12_n129_plate_10	WheatUG-1_GS0054_E6
20	4	6	3462	E12_n129_plate_11	WheatUG-1_GS0054_G9
41	5	12	9469	E12_n129_plate_20	WheatUG-1_GS0056_F6
17	4	6	3420	E12_n130_plate_01	WheatUG-1_GS0056_G10
6	3	1	73	E12_n130_plate_15	WheatUG-1_GS0057_C4
30	3	11	6793	E12_n130_plate_20	WheatUG-1_GS0057_H8
30	2	4	5616	E12_n130_plate_21	WheatUG-1_GS0057_H12
44	3	13	9677	E12_n130_plate_32	WheatUG-1_GS0058_D9
7	3	4	591	E12_n130_plate_39	WheatUG-1_GS0059_A5
5	3	14	2243	E12_n130_plate_41	WheatUG-1_GS0059_E10
32	1	5	5811	E12_n130_plate_56	WheatUG-1_GS0061_H7
29	8	3	5440	E12_N130_plate_66 	WheatUG-1_Control_C8
29	8	5	5776	E12_N130_plate_66 	WheatUG-1_Control_K8
41	8	3	7960	E12_N130_plate_66 	WheatUG-1_Control_D8
41	8	5	8296	E12_N130_plate_66 	WheatUG-1_Control_L8
29	1	3	5433	E12_o232_plate_02	WheatUG-1_GS0063_D8
17	1	4	3081	E12_o232_plate_05	WheatUG-1_GS0064_E8
40	14	15	9968	E12_o232_plate_12	WheatUG-1_GS0066_F3
40	12	3	7950	E12_p133_plate_08	WheatUG-1_GS0070_B1
25	12	7	6060	E12_p133_plate_11	WheatUG-1_GS0071_B4
39	12	8	8776	E12_p133_plate_14	WheatUG-1_GS0072_D3
13	11	8	3707	E12_p234_plate_06	WheatUG-1_GS0072_A12
28	10	12	6940	E12_p234_plate_12	WheatUG-1_GS0073_H7
4	9	4	555	E12_p234_plate_13	WheatUG-1_GS0073_E11
16	9	2	2739	E12_p234_plate_16	WheatUG-1_GS0074_A11
27	10	10	6590	E12_p234_plate_18	WheatUG-1_GS0075_D7
37	10	4	8074	E12_p234_plate_21	WheatUG-1_GS0076_H4
15	10	13	4574	E12_p234_plate_22	WheatUG-1_GS0076_A9
39	9	4	8101	E12_p234_plate_23	WheatUG-1_GS0076_F11
2	9	6	863	E12_p234_plate_24	WheatUG-1_GS0077_A2
16	9	6	3411	E12_p335_plate_01	WheatUG-1_GS0078_A1
4	7	3	385	E12_p335_plate_10	WheatUG-1_GS0081_G1
2	6	6	860	E12_p335_plate_16	WheatUG-1_GS0081_C12
14	7	2	2709	E12_p335_plate_18	WheatUG-1_GS0082_E2
16	7	9	3913	E12_p335_plate_19	WheatUG-1_GS0082_C5
27	8	15	7428	E12_p436_plate_03	WheatUG-1_GS0083_B1
1	7	7	1015	E12_p436_plate_04	WheatUG-1_GS0083_G4
1	7	13	2023	E12_p436_plate_07	WheatUG-1_GS0083_C8
1	6	8	1182	E12_p436_plate_08	WheatUG-1_GS0083_G12
39	7	4	8099	E12_p436_plate_09	WheatUG-1_GS0084_B3
27	6	14	7258	E12_p537_plate_05	WheatUG-1_GS0087_D3
4	3	9	1389	E12_p638_plate_08	WheatUG-1_GS0089_C11
38	3	1	7577	E12_p638_plate_11	WheatUG-1_GS0090_D8
1	4	4	508	E12_p638_plate_13	WheatUG-1_GS0091_C2
2	2	12	1864	E12_p739_plate_10	WheatUG-1_GS0093_G8
40	2	6	8444	E12_p840_plate_01	WheatUG-1_GS0094_D5
3	9	1	37	empty	WheatUG-1_GS0075_G9
5	7	1	63	empty	WheatUG-1_Control_E20
6	7	1	77	empty	WheatUG-1_Control_E19
7	7	1	91	empty	WheatUG-1_Control_E18
8	7	1	105	empty	WheatUG-1_Control_E17
5	7	2	231	empty	WheatUG-1_Control_I20
6	7	2	245	empty	WheatUG-1_Control_I19
6	11	2	249	empty	WheatUG-1_GS0041_E4
7	7	2	259	empty	WheatUG-1_Control_I18
8	7	2	273	empty	WheatUG-1_Control_I17
10	12	2	306	empty	WheatUG-1_GS0005_G4
11	13	2	321	empty	WheatUG-1_GS0003_A9
5	7	3	399	empty	WheatUG-1_Control_M20
6	7	3	413	empty	WheatUG-1_Control_M19
7	7	3	427	empty	WheatUG-1_Control_M18
8	7	3	441	empty	WheatUG-1_Control_M17
1	11	4	515	empty	WheatUG-1_GS0071_A10
3	2	4	534	empty	WheatUG-1_GS0095_G3
3	4	4	536	empty	WheatUG-1_GS0091_C1
5	7	4	567	empty	WheatUG-1_Control_A24
6	7	4	581	empty	WheatUG-1_Control_A23
7	7	4	595	empty	WheatUG-1_Control_A22
8	7	4	609	empty	WheatUG-1_Control_A21
11	9	4	653	empty	WheatUG-1_GS0015_E3
11	13	4	657	empty	WheatUG-1_GS0003_E9
1	9	5	681	empty	WheatUG-1_GS0075_G12
5	7	5	735	empty	WheatUG-1_Control_E24
6	7	5	749	empty	WheatUG-1_Control_E23
7	7	5	763	empty	WheatUG-1_Control_E22
8	7	5	777	empty	WheatUG-1_Control_E21
1	1	6	841	empty	empty
2	1	6	855	empty	empty
3	1	6	869	empty	empty
4	1	6	883	empty	empty
5	1	6	897	empty	empty
5	7	6	903	empty	WheatUG-1_Control_I24
6	1	6	911	empty	empty
6	7	6	917	empty	WheatUG-1_Control_I23
7	1	6	925	empty	empty
7	7	6	931	empty	WheatUG-1_Control_I22
8	1	6	939	empty	empty
8	7	6	945	empty	WheatUG-1_Control_I21
9	1	6	953	empty	empty
10	1	6	967	empty	empty
10	10	6	976	empty	WheatUG-1_GS0009_C10
11	1	6	981	empty	empty
11	13	6	993	empty	WheatUG-1_GS0003_A11
12	1	6	995	empty	empty
12	12	6	1006	empty	WheatUG-1_GS0005_G5
1	1	7	1009	empty	empty
2	1	7	1023	empty	empty
2	13	7	1035	empty	WheatUG-1_GS0065_C8
3	1	7	1037	empty	empty
4	1	7	1051	empty	empty
5	1	7	1065	empty	empty
5	7	7	1071	empty	WheatUG-1_Control_M24
6	1	7	1079	empty	empty
6	7	7	1085	empty	WheatUG-1_Control_M23
7	1	7	1093	empty	empty
7	7	7	1099	empty	WheatUG-1_Control_M22
8	1	7	1107	empty	empty
8	7	7	1113	empty	WheatUG-1_Control_M21
9	1	7	1121	empty	empty
9	13	7	1133	empty	WheatUG-1_GS0003_C12
10	1	7	1135	empty	empty
11	1	7	1149	empty	empty
12	1	7	1163	empty	empty
12	10	7	1172	empty	WheatUG-1_GS0009_E9
1	1	8	1177	empty	empty
2	1	8	1191	empty	empty
3	1	8	1205	empty	empty
4	1	8	1219	empty	empty
5	1	8	1233	empty	empty
6	1	8	1247	empty	empty
7	1	8	1261	empty	empty
8	1	8	1275	empty	empty
9	1	8	1289	empty	empty
10	1	8	1303	empty	empty
10	12	8	1314	empty	WheatUG-1_GS0005_C8
11	1	8	1317	empty	empty
11	10	8	1326	empty	WheatUG-1_GS0011_G9
11	11	8	1327	empty	WheatUG-1_GS0011_A3
12	1	8	1331	empty	empty
1	1	9	1345	empty	empty
2	1	9	1359	empty	empty
3	1	9	1373	empty	empty
4	1	9	1387	empty	empty
4	14	9	1400	empty	WheatUG-1_GS0065_A1
5	1	9	1401	empty	empty
6	1	9	1415	empty	empty
7	1	9	1429	empty	empty
7	2	9	1430	empty	WheatUG-1_GS0063_A3
8	1	9	1443	empty	empty
9	1	9	1457	empty	empty
10	1	9	1471	empty	empty
11	1	9	1485	empty	empty
12	1	9	1499	empty	empty
12	12	9	1510	empty	WheatUG-1_GS0005_E7
1	1	10	1513	empty	empty
2	1	10	1527	empty	empty
3	1	10	1541	empty	empty
4	1	10	1555	empty	empty
4	14	10	1568	empty	WheatUG-1_GS0065_C1
5	1	10	1569	empty	empty
5	7	10	1575	empty	WheatUG-1_GS0051_E2
6	1	10	1583	empty	empty
7	1	10	1597	empty	empty
8	1	10	1611	empty	empty
9	1	10	1625	empty	empty
10	1	10	1639	empty	empty
11	1	10	1653	empty	empty
12	1	10	1667	empty	empty
12	12	10	1678	empty	WheatUG-1_GS0005_G7
1	1	11	1681	empty	empty
2	1	11	1695	empty	empty
3	1	11	1709	empty	empty
4	1	11	1723	empty	empty
5	1	11	1737	empty	empty
6	1	11	1751	empty	empty
7	1	11	1765	empty	empty
8	1	11	1779	empty	empty
9	1	11	1793	empty	empty
10	1	11	1807	empty	empty
11	1	11	1821	empty	empty
11	14	11	1834	empty	WheatUG-1_GS0003_E5
12	1	11	1835	empty	empty
12	13	11	1847	empty	WheatUG-1_GS0005_C1
1	1	12	1849	empty	empty
2	1	12	1863	empty	empty
3	1	12	1877	empty	empty
4	1	12	1891	empty	empty
4	11	12	1901	empty	WheatUG-1_GS0073_A1
5	1	12	1905	empty	empty
6	1	12	1919	empty	empty
7	1	12	1933	empty	empty
8	1	12	1947	empty	empty
9	1	12	1961	empty	empty
9	11	12	1971	empty	WheatUG-1_GS0011_A6
10	1	12	1975	empty	empty
10	10	12	1984	empty	WheatUG-1_GS0009_G12
10	11	12	1985	empty	WheatUG-1_GS0009_A6
11	1	12	1989	empty	empty
11	14	12	2002	empty	WheatUG-1_GS0003_G5
12	1	12	2003	empty	empty
1	1	13	2017	empty	empty
2	1	13	2031	empty	empty
3	1	13	2045	empty	empty
4	1	13	2059	empty	empty
4	11	13	2069	empty	WheatUG-1_GS0073_C1
4	13	13	2071	empty	WheatUG-1_GS0065_G9
5	1	13	2073	empty	empty
5	8	13	2080	empty	WheatUG-1_Control_I16
6	1	13	2087	empty	empty
7	1	13	2101	empty	empty
8	1	13	2115	empty	empty
9	1	13	2129	empty	empty
10	1	13	2143	empty	empty
11	1	13	2157	empty	empty
12	1	13	2171	empty	empty
1	14	14	2198	empty	WheatUG-1_GS0067_C4
3	1	14	2213	empty	empty
4	1	14	2227	empty	empty
4	11	14	2237	empty	WheatUG-1_GS0073_E1
5	1	14	2241	empty	empty
5	2	14	2242	empty	WheatUG-1_GS0063_C6
5	8	14	2248	empty	WheatUG-1_Control_M16
6	1	14	2255	empty	empty
7	1	14	2269	empty	empty
8	1	14	2283	empty	empty
9	1	14	2297	empty	empty
10	1	14	2311	empty	empty
11	1	14	2325	empty	empty
12	1	14	2339	empty	empty
3	1	15	2381	empty	empty
4	1	15	2395	empty	empty
4	11	15	2405	empty	WheatUG-1_GS0073_G1
5	1	15	2409	empty	empty
5	2	15	2410	empty	WheatUG-1_GS0063_E6
5	8	15	2416	empty	WheatUG-1_Control_A20
6	1	15	2423	empty	empty
6	8	15	2430	empty	WheatUG-1_Control_A19
7	1	15	2437	empty	empty
7	8	15	2444	empty	WheatUG-1_Control_A18
8	1	15	2451	empty	empty
8	8	15	2458	empty	WheatUG-1_Control_A17
9	1	15	2465	empty	empty
10	1	15	2479	empty	empty
10	12	15	2490	empty	WheatUG-1_GS0005_A12
11	1	15	2493	empty	empty
11	8	15	2500	empty	WheatUG-1_GS0019_A5
11	14	15	2506	empty	WheatUG-1_GS0003_E7
12	1	15	2507	empty	empty
13	12	1	2532	empty	WheatUG-1_GS0068_E12
15	11	1	2559	empty	WheatUG-1_GS0072_C7
17	7	1	2583	empty	WheatUG-1_Control_F20
18	7	1	2597	empty	WheatUG-1_Control_F19
19	7	1	2611	empty	WheatUG-1_Control_F18
20	7	1	2625	empty	WheatUG-1_Control_F17
22	10	1	2656	empty	WheatUG-1_GS0010_A8
24	13	1	2687	empty	WheatUG-1_GS0002_G7
13	12	2	2700	empty	WheatUG-1_GS0068_G12
13	14	2	2702	empty	WheatUG-1_GS0064_C10
17	1	2	2745	empty	WheatUG-1_GS0064_A8
17	2	2	2746	empty	WheatUG-1_GS0060_C12
17	3	2	2747	empty	WheatUG-1_GS0060_E4
17	7	2	2751	empty	WheatUG-1_Control_J20
18	7	2	2765	empty	WheatUG-1_Control_J19
19	7	2	2779	empty	WheatUG-1_Control_J18
20	7	2	2793	empty	WheatUG-1_Control_J17
21	13	2	2813	empty	WheatUG-1_GS0004_A10
22	11	2	2825	empty	WheatUG-1_GS0006_E12
24	9	2	2851	empty	WheatUG-1_GS0014_A3
13	10	3	2866	empty	WheatUG-1_GS0076_E4
13	11	3	2867	empty	WheatUG-1_GS0072_G8
14	4	3	2874	empty	WheatUG-1_GS0090_A2
17	7	3	2919	empty	WheatUG-1_Control_N20
18	7	3	2933	empty	WheatUG-1_Control_N19
19	1	3	2941	empty	WheatUG-1_GS0064_C7
19	7	3	2947	empty	WheatUG-1_Control_N18
20	7	3	2961	empty	WheatUG-1_Control_N17
21	13	3	2981	empty	WheatUG-1_GS0004_C10
13	4	4	3028	empty	WheatUG-1_GS0092_C2
13	11	4	3035	empty	WheatUG-1_GS0072_A10
15	10	4	3062	empty	WheatUG-1_GS0076_G3
17	7	4	3087	empty	WheatUG-1_Control_B24
18	7	4	3101	empty	WheatUG-1_Control_B23
19	7	4	3115	empty	WheatUG-1_Control_B22
20	7	4	3129	empty	WheatUG-1_Control_B21
21	13	4	3149	empty	WheatUG-1_GS0004_E10
22	14	4	3164	empty	WheatUG-1_GS0002_G2
23	13	4	3177	empty	WheatUG-1_GS0004_E9
24	13	4	3191	empty	WheatUG-1_GS0002_E9
13	12	5	3204	empty	WheatUG-1_GS0072_E2
16	13	5	3247	empty	WheatUG-1_GS0066_G5
17	7	5	3255	empty	WheatUG-1_Control_F24
18	7	5	3269	empty	WheatUG-1_Control_F23
19	7	5	3283	empty	WheatUG-1_Control_F22
20	7	5	3297	empty	WheatUG-1_Control_F21
21	12	5	3316	empty	WheatUG-1_GS0008_E6
21	14	5	3318	empty	WheatUG-1_GS0004_A4
13	1	6	3361	empty	empty
14	1	6	3375	empty	empty
15	1	6	3389	empty	empty
15	12	6	3400	empty	WheatUG-1_GS0072_G1
16	1	6	3403	empty	empty
17	1	6	3417	empty	empty
17	7	6	3423	empty	WheatUG-1_Control_J24
18	1	6	3431	empty	empty
18	7	6	3437	empty	WheatUG-1_Control_J23
19	1	6	3445	empty	empty
19	7	6	3451	empty	WheatUG-1_Control_J22
20	1	6	3459	empty	empty
20	7	6	3465	empty	WheatUG-1_Control_J21
21	1	6	3473	empty	empty
21	12	6	3484	empty	WheatUG-1_GS0008_G6
22	1	6	3487	empty	empty
23	1	6	3501	empty	empty
24	1	6	3515	empty	empty
24	12	6	3526	empty	WheatUG-1_GS0006_G5
13	1	7	3529	empty	empty
13	2	7	3530	empty	WheatUG-1_GS0096_E6
14	1	7	3543	empty	empty
15	1	7	3557	empty	empty
15	2	7	3558	empty	WheatUG-1_GS0096_E5
16	1	7	3571	empty	empty
17	1	7	3585	empty	empty
17	7	7	3591	empty	WheatUG-1_Control_N24
18	1	7	3599	empty	empty
18	7	7	3605	empty	WheatUG-1_Control_N23
19	1	7	3613	empty	empty
19	7	7	3619	empty	WheatUG-1_Control_N22
20	1	7	3627	empty	empty
20	7	7	3633	empty	WheatUG-1_Control_N21
21	1	7	3641	empty	empty
21	13	7	3653	empty	WheatUG-1_GS0004_C12
22	1	7	3655	empty	empty
23	1	7	3669	empty	empty
24	1	7	3683	empty	empty
13	1	8	3697	empty	empty
13	2	8	3698	empty	WheatUG-1_GS0096_G6
14	1	8	3711	empty	empty
15	1	8	3725	empty	empty
15	2	8	3726	empty	WheatUG-1_GS0096_G5
16	1	8	3739	empty	empty
17	1	8	3753	empty	empty
18	1	8	3767	empty	empty
18	4	8	3770	empty	WheatUG-1_GS0054_C12
19	1	8	3781	empty	empty
20	1	8	3795	empty	empty
21	1	8	3809	empty	empty
21	14	8	3822	empty	WheatUG-1_GS0004_G4
22	1	8	3823	empty	empty
22	12	8	3834	empty	WheatUG-1_GS0006_C8
23	1	8	3837	empty	empty
24	1	8	3851	empty	empty
13	1	9	3865	empty	empty
13	11	9	3875	empty	WheatUG-1_GS0072_C12
14	1	9	3879	empty	empty
14	13	9	3891	empty	WheatUG-1_GS0066_G8
15	1	9	3893	empty	empty
16	1	9	3907	empty	empty
16	13	9	3919	empty	WheatUG-1_GS0066_G7
17	1	9	3921	empty	empty
18	1	9	3935	empty	empty
19	1	9	3949	empty	empty
19	5	9	3953	empty	WheatUG-1_GS0056_G3
20	1	9	3963	empty	empty
21	1	9	3977	empty	empty
21	13	9	3989	empty	WheatUG-1_GS0004_G12
22	1	9	3991	empty	empty
23	1	9	4005	empty	empty
24	1	9	4019	empty	empty
13	1	10	4033	empty	empty
14	1	10	4047	empty	empty
15	1	10	4061	empty	empty
16	1	10	4075	empty	empty
17	1	10	4089	empty	empty
18	1	10	4103	empty	empty
19	1	10	4117	empty	empty
20	1	10	4131	empty	empty
21	1	10	4145	empty	empty
22	1	10	4159	empty	empty
23	1	10	4173	empty	empty
24	1	10	4187	empty	empty
24	6	10	4192	empty	WheatUG-1_GS0022_C5
13	1	11	4201	empty	empty
13	11	11	4211	empty	WheatUG-1_GS0072_G12
14	1	11	4215	empty	empty
15	1	11	4229	empty	empty
15	11	11	4239	empty	WheatUG-1_GS0072_G11
16	1	11	4243	empty	empty
17	1	11	4257	empty	empty
17	5	11	4261	empty	WheatUG-1_GS0056_C6
18	1	11	4271	empty	empty
19	1	11	4285	empty	empty
20	1	11	4299	empty	empty
21	1	11	4313	empty	empty
22	1	11	4327	empty	empty
22	12	11	4338	empty	WheatUG-1_GS0006_A10
23	1	11	4341	empty	empty
23	12	11	4352	empty	WheatUG-1_GS0008_A9
24	1	11	4355	empty	empty
13	1	12	4369	empty	empty
13	13	12	4381	empty	WheatUG-1_GS0068_E10
14	1	12	4383	empty	empty
15	1	12	4397	empty	empty
16	1	12	4411	empty	empty
17	1	12	4425	empty	empty
17	8	12	4432	empty	WheatUG-1_Control_F16
18	1	12	4439	empty	empty
19	1	12	4453	empty	empty
20	1	12	4467	empty	empty
21	1	12	4481	empty	empty
21	14	12	4494	empty	WheatUG-1_GS0004_G6
22	1	12	4495	empty	empty
22	6	12	4500	empty	WheatUG-1_GS0022_G6
22	13	12	4507	empty	WheatUG-1_GS0006_E2
23	1	12	4509	empty	empty
24	1	12	4523	empty	empty
24	10	12	4532	empty	WheatUG-1_GS0010_G11
13	1	13	4537	empty	empty
14	1	13	4551	empty	empty
15	1	13	4565	empty	empty
16	1	13	4579	empty	empty
16	13	13	4591	empty	WheatUG-1_GS0066_G9
17	1	13	4593	empty	empty
17	8	13	4600	empty	WheatUG-1_Control_J16
18	1	13	4607	empty	empty
19	1	13	4621	empty	empty
20	1	13	4635	empty	empty
21	1	13	4649	empty	empty
21	12	13	4660	empty	WheatUG-1_GS0008_E10
22	1	13	4663	empty	empty
22	12	13	4674	empty	WheatUG-1_GS0006_E10
23	1	13	4677	empty	empty
23	14	13	4690	empty	WheatUG-1_GS0004_A7
24	1	13	4691	empty	empty
24	14	13	4704	empty	WheatUG-1_GS0002_A7
13	10	14	4714	empty	WheatUG-1_GS0076_C10
14	3	14	4721	empty	WheatUG-1_GS0094_E2
15	1	14	4733	empty	empty
16	1	14	4747	empty	empty
16	14	14	4760	empty	WheatUG-1_GS0066_C3
17	1	14	4761	empty	empty
17	8	14	4768	empty	WheatUG-1_Control_N16
18	1	14	4775	empty	empty
19	1	14	4789	empty	empty
20	1	14	4803	empty	empty
20	2	14	4804	empty	WheatUG-1_GS0062_C5
21	1	14	4817	empty	empty
21	14	14	4830	empty	WheatUG-1_GS0004_C8
22	1	14	4831	empty	empty
23	1	14	4845	empty	empty
24	1	14	4859	empty	empty
15	1	15	4901	empty	empty
15	11	15	4911	empty	WheatUG-1_GS0076_G1
16	1	15	4915	empty	empty
17	1	15	4929	empty	empty
17	8	15	4936	empty	WheatUG-1_Control_B20
18	1	15	4943	empty	empty
18	8	15	4950	empty	WheatUG-1_Control_B19
19	1	15	4957	empty	empty
19	8	15	4964	empty	WheatUG-1_Control_B18
20	1	15	4971	empty	empty
20	8	15	4978	empty	WheatUG-1_Control_B17
21	1	15	4985	empty	empty
22	1	15	4999	empty	empty
22	14	15	5012	empty	WheatUG-1_GS0002_E8
23	1	15	5013	empty	empty
23	14	15	5026	empty	WheatUG-1_GS0004_E7
24	1	15	5027	empty	empty
24	8	15	5034	empty	WheatUG-1_GS0018_A5
29	4	1	5100	empty	WheatUG-1_GS0055_F8
29	7	1	5103	empty	WheatUG-1_Control_G20
30	7	1	5117	empty	WheatUG-1_Control_G19
31	7	1	5131	empty	WheatUG-1_Control_G18
32	7	1	5145	empty	WheatUG-1_Control_G17
36	10	1	5204	empty	WheatUG-1_GS0009_B7
28	8	2	5258	empty	WheatUG-1_GS0077_H5
29	7	2	5271	empty	WheatUG-1_Control_K20
30	7	2	5285	empty	WheatUG-1_Control_K19
31	7	2	5299	empty	WheatUG-1_Control_K18
32	7	2	5313	empty	WheatUG-1_Control_K17
25	13	3	5389	empty	WheatUG-1_GS0067_D6
29	7	3	5439	empty	WheatUG-1_Control_O20
30	7	3	5453	empty	WheatUG-1_Control_O19
31	7	3	5467	empty	WheatUG-1_Control_O18
32	7	3	5481	empty	WheatUG-1_Control_O17
35	14	3	5530	empty	WheatUG-1_GS0003_F1
25	13	4	5557	empty	WheatUG-1_GS0067_F6
29	7	4	5607	empty	WheatUG-1_Control_C24
30	7	4	5621	empty	WheatUG-1_Control_C23
31	7	4	5635	empty	WheatUG-1_Control_C22
32	2	4	5644	empty	WheatUG-1_GS0057_H11
32	7	4	5649	empty	WheatUG-1_Control_C21
33	9	4	5665	empty	WheatUG-1_GS0015_F4
34	11	4	5681	empty	WheatUG-1_GS0009_B2
36	12	4	5710	empty	WheatUG-1_GS0005_D5
25	11	5	5723	empty	WheatUG-1_GS0071_D10
29	7	5	5775	empty	WheatUG-1_Control_G24
30	7	5	5789	empty	WheatUG-1_Control_G23
31	7	5	5803	empty	WheatUG-1_Control_G22
32	7	5	5817	empty	WheatUG-1_Control_G21
36	11	5	5877	empty	WheatUG-1_GS0009_D1
36	12	5	5878	empty	WheatUG-1_GS0005_F5
25	1	6	5881	empty	empty
25	11	6	5891	empty	WheatUG-1_GS0071_F10
26	1	6	5895	empty	empty
27	1	6	5909	empty	empty
28	1	6	5923	empty	empty
29	1	6	5937	empty	empty
29	7	6	5943	empty	WheatUG-1_Control_K24
30	1	6	5951	empty	empty
30	7	6	5957	empty	WheatUG-1_Control_K23
31	1	6	5965	empty	empty
31	7	6	5971	empty	WheatUG-1_Control_K22
32	1	6	5979	empty	empty
32	7	6	5985	empty	WheatUG-1_Control_K21
33	1	6	5993	empty	empty
33	11	6	6003	empty	WheatUG-1_GS0011_F2
34	1	6	6007	empty	empty
34	12	6	6018	empty	WheatUG-1_GS0005_H6
35	1	6	6021	empty	empty
36	1	6	6035	empty	empty
25	1	7	6049	empty	empty
26	1	7	6063	empty	empty
27	1	7	6077	empty	empty
27	9	7	6085	empty	WheatUG-1_GS0079_D1
28	1	7	6091	empty	empty
29	1	7	6105	empty	empty
29	7	7	6111	empty	WheatUG-1_Control_O24
30	1	7	6119	empty	empty
30	7	7	6125	empty	WheatUG-1_Control_O23
31	1	7	6133	empty	empty
31	7	7	6139	empty	WheatUG-1_Control_O22
32	1	7	6147	empty	empty
32	7	7	6153	empty	WheatUG-1_Control_O21
33	1	7	6161	empty	empty
34	1	7	6175	empty	empty
34	12	7	6186	empty	WheatUG-1_GS0005_B8
35	1	7	6189	empty	empty
36	1	7	6203	empty	empty
25	1	8	6217	empty	empty
26	1	8	6231	empty	empty
27	1	8	6245	empty	empty
28	1	8	6259	empty	empty
29	1	8	6273	empty	empty
29	8	8	6280	empty	WheatUG-1_Control_G12
30	1	8	6287	empty	empty
30	8	8	6294	empty	WheatUG-1_Control_G11
31	1	8	6301	empty	empty
31	13	8	6313	empty	WheatUG-1_GS0039_F3
32	1	8	6315	empty	empty
33	1	8	6329	empty	empty
33	13	8	6341	empty	WheatUG-1_GS0003_F12
34	1	8	6343	empty	empty
34	11	8	6353	empty	WheatUG-1_GS0009_B4
35	1	8	6357	empty	empty
36	1	8	6371	empty	empty
36	12	8	6382	empty	WheatUG-1_GS0005_D7
25	1	9	6385	empty	empty
26	1	9	6399	empty	empty
27	1	9	6413	empty	empty
28	1	9	6427	empty	empty
29	1	9	6441	empty	empty
30	1	9	6455	empty	empty
31	1	9	6469	empty	empty
32	1	9	6483	empty	empty
33	1	9	6497	empty	empty
34	1	9	6511	empty	empty
35	1	9	6525	empty	empty
36	1	9	6539	empty	empty
25	1	10	6553	empty	empty
25	8	10	6560	empty	WheatUG-1_GS0079_H10
26	1	10	6567	empty	empty
26	12	10	6578	empty	WheatUG-1_GS0069_H4
27	1	10	6581	empty	empty
28	1	10	6595	empty	empty
28	13	10	6607	empty	WheatUG-1_GS0065_B9
29	1	10	6609	empty	empty
29	8	10	6616	empty	WheatUG-1_Control_O12
30	1	10	6623	empty	empty
30	8	10	6630	empty	WheatUG-1_Control_O11
31	1	10	6637	empty	empty
32	1	10	6651	empty	empty
33	1	10	6665	empty	empty
