Array Design Name	DIASMGB-Wheat-WheatUG-9K-v2
Version	version 2
Provider	Per Gregersen (per.gregersen@agrsci.dk)
Comment[ArrayExpressAccession]	A-MEXP-556
Comment[SubmittedName]	DIASMGB-Wheat-WheatUG-9K-v2
Comment[Organism]	Triticum aestivum
Printing Protocol	A 9K wheat unigene set was kindly made available by Keith Edwards, Bristol University (www.cerealsdb.uk.net). This set of clones originates in 35 cDNA libraries prepared from a range of different tissues of the wheat plant but predominantly from tissues of the developing grain. Plasmid DNA mini-preparations were made from all clones using Millipore 96-well plates (MANNLY50, MAFBNOB50, Millipore) according to the manufacturer?s recommendations. The cDNA inserts were PCR amplified from 0.5-1 ?l DNA mini-preparation using the T3 and T7 flanking primers (30pmol) of the pBluescript cloning vector and Taq polymerase (0.8 U) (EP0402, Fermentas, LT) in 100?l reaction buffer (10 mM Tris, pH 8.8; 50 mM KCl; 0.08% Nonidet P40; 0.5 mM MgCl2; 0.3 mM (each) dNTP). The PCR reactions were performed in a MJResearch Cycler (MJResearch) and the cycling conditions were 5 min at 96?C, followed by 45 cycles of 30 sec at 96?C, 2 min at 58?C, 2 min at 72?C, and a final extension of 10 min at 72?C. PCR products were precipitated with 2.5 vol 96% ethanol and 1/10 vol 3 M NaAcetate, pH 6.0, left at least 2 h at ?20?C, and centrifuged 1 h, 4?C, 2600 rcf. The air-dried pellet was dissolved in 20 ?l of water. One ?l of each sample was run in a 1% agarose gel containing SYBR Green. The quality of the PCR products were visually inspected and abnormal or missing products were recorded. Five ?l (100-500 ?g) of each sample was vacuum-dried and re-dissolved in 5 ?l of 1 x QMT spotting buffer (S201100, Quantifoil, D). The samples were spotted onto QMT amino slides (S122025, Quantifoil, D) using a Chipwriter microarrayspotter (Eurogentec, B) with 24 Stealth MP3 pins (Telechem Int., US). Following spotting, the slides were UV cross-linked  at 250 mJ ( Stratalinker, Stratagene) and kept dry and in the dark at room temperature until hybridisation.
Technology Type	spotted_ds_DNA_features
Technology Type Term Accession Number	#spotted_ds_DNA_features
Technology Type Term Source REF	The MGED Ontology
Surface Type	aminosilane
Surface Type Term Accession Number	#aminosilane
Surface Type Term Source REF	mo
Substrate Type	glass
Substrate Type Term Accession Number	#glass
Substrate Type Term Source REF	mo
Term Source Name	The MGED Ontology	mo	embl	tigr_tagi
Term Source File	http://mged.sourceforge.net/ontologies/MGEDontology.php	http://mged.sourceforge.net/ontologies/MGEDontology.php	http://www.ebi.ac.uk/embl/	http://www.tigr.org/tigr-scripts/tgi/T_index.cgi?species=wheat
Term Source Version			
Comment[AdditionalFile:txt]	A-MEXP-556_comments.txt

[main]
Block Column	Block Row	Column	Row	Reporter Name	Reporter Database Entry[embl]	Reporter Database Entry[tigr_tagi]	Reporter Group[role]	Control Type
9	3	14	4	WheatUG-1_GS0003_H2	AL809410	TC219278	Experimental	
10	3	1	4	WheatUG-1_GS0033_F4	AL816311		Experimental	
10	3	2	4	WheatUG-1_GS0029_H8	AL814795	TC192541	Experimental	
10	3	3	4	WheatUG-1_GS0029_B2	AL814038	TC209036	Experimental	
10	3	4	4	WheatUG-1_GS0025_D6	AL813210		Experimental	
10	3	5	4	WheatUG-1_GS0021_F10	AL812049	TC211371	Experimental	
10	3	6	4	WheatUG-1_GS0021_H2	AL812657	TC190991	Experimental	
10	3	7	4	WheatUG-1_GS0017_B8	AL813418	TC203079	Experimental	
10	3	8	4	WheatUG-1_GS0013_D12	AL811152	TC189456	Experimental	
10	3	9	4	WheatUG-1_GS0013_F4	AL811018		Experimental	
10	3	10	4	WheatUG-1_GS0009_H8	AL810126		Experimental	
10	3	12	4	WheatUG-1_GS0005_D6	AL808794	TC194858	Experimental	
10	3	13	4	WheatUG-1_GS0001_F10	AL809620	TC191467	Experimental	
10	3	14	4	WheatUG-1_GS0001_H2	AL809460		Experimental	
11	3	1	4	WheatUG-1_GS0035_F3	AL816538	TC215398	Experimental	
11	3	2	4	WheatUG-1_GS0031_H7	AL814482	TC194520	Experimental	
11	3	3	4	WheatUG-1_GS0031_B1	AL815175		Experimental	
11	3	4	4	WheatUG-1_GS0027_D5	AL814324	TC201643	Experimental	
11	3	5	4	WheatUG-1_GS0023_F9	AL812922		Experimental	
11	3	6	4	WheatUG-1_GS0023_H1	AL812801	TC216684	Experimental	
11	3	7	4	WheatUG-1_GS0019_B7	AL812310	TC223595	Experimental	
11	3	8	4	WheatUG-1_GS0015_D11	AL810339	TC198107	Experimental	
11	3	9	4	WheatUG-1_GS0015_F3	AL811436	TC223485	Experimental	
11	3	10	4	WheatUG-1_GS0011_H7	AL811932	TC209997	Experimental	
11	3	11	4	WheatUG-1_GS0011_B1	AL811716	TC193794	Experimental	
11	3	12	4	WheatUG-1_GS0007_D5	AL808284	TC191407	Experimental	
11	3	13	4	WheatUG-1_GS0003_F9	AL809207	TC195942	Experimental	
11	3	14	4	WheatUG-1_GS0003_H1	AL809385	TC221221	Experimental	
12	3	1	4	WheatUG-1_GS0033_F3	AL816301		Experimental	
12	3	2	4	WheatUG-1_GS0029_H7	AL814759		Experimental	
12	3	3	4	WheatUG-1_GS0029_B1	AL814023		Experimental	
12	3	4	4	WheatUG-1_GS0025_D5	AL813196	TC221357	Experimental	
12	3	5	4	WheatUG-1_GS0021_F9	AL812780	TC227720	Experimental	
12	3	6	4	WheatUG-1_GS0021_H1	AL812639	TC187623	Experimental	
12	3	7	4	WheatUG-1_GS0017_B7	AL813408	TC205480	Experimental	
12	3	8	4	WheatUG-1_GS0013_D11	AL811140	TC211118	Experimental	
12	3	9	4	WheatUG-1_GS0013_F3	AL810998	TC191223	Experimental	
12	3	10	4	WheatUG-1_GS0009_H7	AL810111	TC188444	Experimental	
12	3	11	4	WheatUG-1_GS0009_B1	AL809990	TC222754	Experimental	
12	3	13	4	WheatUG-1_GS0001_F9	AL809583	TC228925	Experimental	
12	3	14	4	WheatUG-1_GS0001_H1	AL809433	TC202779	Experimental	
1	3	1	5	WheatUG-1_GS0095_H12	AL829824		Experimental	
1	3	2	5	WheatUG-1_GS0095_B6	AL829724	TC214477	Experimental	
1	3	3	5	WheatUG-1_GS0091_D10	AL828538	TC223300	Experimental	
1	3	4	5	WheatUG-1_GS0091_F2	AL827679	TC189416	Experimental	
1	3	5	5	WheatUG-1_GS0087_H6	AL826690	TC198561	Experimental	
1	3	6	5	WheatUG-1_GS0083_B12	AL826277	TC190090	Experimental	
1	3	7	5	WheatUG-1_GS0083_D4	AL826161	TC200419	Experimental	
1	3	8	5	WheatUG-1_GS0079_F8	AL825173	TC199051	Experimental	
1	3	9	5	WheatUG-1_GS0075_H12	AL822162	TC222283	Experimental	
1	3	10	5	WheatUG-1_GS0075_B6	AL825911	TC192232	Experimental	
1	3	12	5	WheatUG-1_GS0071_F2	AL823106	TC222477	Experimental	
1	3	13	5	WheatUG-1_GS0067_H6	AL823233	TC196174	Experimental	
1	3	14	5	WheatUG-1_GS0063_B12	AL820970	TC198699	Experimental	
2	3	1	5	WheatUG-1_GS0093_H12	AL827852	TC196306	Experimental	
2	3	2	5	WheatUG-1_GS0093_B6	AL828759	TC222039	Experimental	
2	3	3	5	WheatUG-1_GS0089_D10	AL827041	TC187646	Experimental	
2	3	4	5	WheatUG-1_GS0089_F2	AL827218	TC228261	Experimental	
2	3	5	5	WheatUG-1_GS0085_H6	AL828340		Experimental	
2	3	6	5	WheatUG-1_GS0081_B12	AL825501	TC222634	Experimental	
2	3	7	5	WheatUG-1_GS0081_D4	AL822639	TC216351	Experimental	
2	3	8	5	WheatUG-1_GS0077_F8	AL822538	TC191293	Experimental	
2	3	9	5	WheatUG-1_GS0073_H12	AL825639	TC222503	Experimental	
2	3	10	5	WheatUG-1_GS0073_B6	AL825037		Experimental	
2	3	11	5	WheatUG-1_GS0069_D10	AL821343	TC210137	Experimental	
2	3	12	5	WheatUG-1_GS0069_F2	AL821232		Experimental	
2	3	13	5	WheatUG-1_GS0065_H6	AL820905	TC188047	Experimental	
2	3	14	5	WheatUG-1_GS0061_B12	AL822048	TC189447	Experimental	
3	3	1	5	WheatUG-1_GS0095_H11	AL829810	TC222484	Experimental	
3	3	2	5	WheatUG-1_GS0095_B5	AL829703	TC210083	Experimental	
3	3	3	5	WheatUG-1_GS0091_D9	AL828521	TC194370	Experimental	
3	3	4	5	WheatUG-1_GS0091_F1	AL827657	TC220347	Experimental	
3	3	5	5	WheatUG-1_GS0087_H5	AL826679	TC203658	Experimental	
3	3	6	5	WheatUG-1_GS0083_B11	AL826260	TC212783	Experimental	
3	3	7	5	WheatUG-1_GS0083_D3	AL826144		Experimental	
3	3	8	5	WheatUG-1_GS0079_F7	AL825158	TC199107	Experimental	
3	3	9	5	WheatUG-1_GS0075_H11	AL822135		Experimental	
3	3	10	5	WheatUG-1_GS0075_B5	AL825898		Experimental	
3	3	11	5	WheatUG-1_GS0071_D9	AL821486	TC206316	Experimental	
3	3	12	5	WheatUG-1_GS0071_F1	AL823098	TC203213	Experimental	
3	3	13	5	WheatUG-1_GS0067_H5	AL823218		Experimental	
3	3	14	5	WheatUG-1_GS0063_B11	AL820851	TC220482	Experimental	
4	3	1	5	WheatUG-1_GS0093_H11	AL827837	TC202172	Experimental	
4	3	2	5	WheatUG-1_GS0093_B5	AL828740	TC214558	Experimental	
4	3	3	5	WheatUG-1_GS0089_D9	AL827066		Experimental	
4	3	4	5	WheatUG-1_GS0089_F1	AL827231	TC190157	Experimental	
4	3	5	5	WheatUG-1_GS0085_H5	AL828320	TC220903	Experimental	
4	3	6	5	WheatUG-1_GS0081_B11	AL825487		Experimental	
4	3	7	5	WheatUG-1_GS0081_D3	AL822623	TC206792	Experimental	
4	3	8	5	WheatUG-1_GS0077_F7	AL822518	TC222245	Experimental	
4	3	9	5	WheatUG-1_GS0073_H11	AL825617	TC194587	Experimental	
4	3	10	5	WheatUG-1_GS0073_B5	AL825018	TC190335	Experimental	
4	3	11	5	WheatUG-1_GS0069_D9	AL821329		Experimental	
4	3	12	5	WheatUG-1_GS0069_F1	AL821219	TC221556	Experimental	
4	3	13	5	WheatUG-1_GS0065_H5	AL821058		Experimental	
4	3	14	5	WheatUG-1_GS0061_B11	AL821720		Experimental	
5	3	1	5	WheatUG-1_GS0063_H8	AL821022		Experimental	
5	3	2	5	WheatUG-1_GS0063_B2	AL820718	TC202980	Experimental	
5	3	3	5	WheatUG-1_GS0059_D6	AL820349	TC218790	Experimental	
5	3	4	5	WheatUG-1_GS0055_F10	AL819298	TC224771	Experimental	
5	3	5	5	WheatUG-1_GS0055_H2	AL819158	TC209272	Experimental	
5	3	6	5	WheatUG-1_GS0051_B8	AL817849	TC209927	Experimental	
5	3	8	5	WheatUG-1_Control_K8	AL820039		Experimental	
5	3	9	5	WheatUG-1_GS0047_H8	AL818573	TC211520	Experimental	
5	3	10	5	WheatUG-1_GS0047_B2	AL818498	TC218552	Experimental	
5	3	11	5	WheatUG-1_GS0043_D6	AL818171	TC205531	Experimental	
5	3	12	5	WheatUG-1_GS0039_F10	AL815267	TC210125	Experimental	
5	3	13	5	WheatUG-1_GS0039_H2	AL816117		Experimental	
5	3	14	5	WheatUG-1_GS0035_B8	AL816591		Experimental	
6	3	1	5	WheatUG-1_GS0061_H8	AL820157	TC211099	Experimental	
6	3	2	5	WheatUG-1_GS0061_B2	AL821634	TC222029	Experimental	
6	3	3	5	WheatUG-1_GS0057_D6	AL821756	TC227472	Experimental	
6	3	4	5	WheatUG-1_GS0053_F10	AL819044	TC224083	Experimental	
6	3	5	5	WheatUG-1_GS0053_H2	AL819866		Experimental	
6	3	6	5	WheatUG-1_GS0049_B8	AL816859	TC228709	Experimental	
6	3	8	5	WheatUG-1_Control_K7	AL811288		Experimental	
6	3	9	5	WheatUG-1_GS0045_H8	AL817339		Experimental	
6	3	10	5	WheatUG-1_GS0045_B2	AL817178	TC202860	Experimental	
6	3	11	5	WheatUG-1_GS0041_D6	AL815595	TC207657	Experimental	
6	3	12	5	WheatUG-1_GS0037_F10	AL815932		Experimental	
6	3	13	5	WheatUG-1_GS0037_H2	AL815853		Experimental	
6	3	14	5	WheatUG-1_GS0033_B8	AL816344	TC213874	Experimental	
7	3	1	5	WheatUG-1_GS0063_H7	AL820945		Experimental	
7	3	2	5	WheatUG-1_GS0063_B1	AL820344		Experimental	
7	3	3	5	WheatUG-1_GS0059_D5	AL820152	TC209223	Experimental	
7	3	4	5	WheatUG-1_GS0055_F9	AL819285		Experimental	
7	3	5	5	WheatUG-1_GS0055_H1	AL819620	TC205961	Experimental	
7	3	6	5	WheatUG-1_GS0051_B7	AL817815	TC205731	Experimental	
7	3	8	5	WheatUG-1_Control_K6		TC232180	Experimental	
7	3	9	5	WheatUG-1_GS0047_H7	AL818552		Experimental	
7	3	10	5	WheatUG-1_GS0047_B1	AL818478		Experimental	
7	3	11	5	WheatUG-1_GS0043_D5	AL818154	TC195682	Experimental	
7	3	12	5	WheatUG-1_GS0039_F9	AL815253	TC205041	Experimental	
7	3	13	5	WheatUG-1_GS0039_H1	AL816109		Experimental	
7	3	14	5	WheatUG-1_GS0035_B7	AL816576		Experimental	
8	3	1	5	WheatUG-1_GS0061_H7	AL820036	TC219291	Experimental	
8	3	2	5	WheatUG-1_GS0061_B1	AL820292	TC192336	Experimental	
8	3	3	5	WheatUG-1_GS0057_D5	AL820254	TC223530	Experimental	
8	3	4	5	WheatUG-1_GS0053_F9	AL819028	TC194981	Experimental	
8	3	5	5	WheatUG-1_GS0053_H1	AL819849	TC222097	Experimental	
8	3	6	5	WheatUG-1_GS0049_B7	AL816834	TC193659	Experimental	
8	3	8	5	WheatUG-1_Control_K5	AL819836	TC191577	Experimental	
8	3	9	5	WheatUG-1_GS0045_H7	AL817312	TC221027	Experimental	
8	3	10	5	WheatUG-1_GS0045_B1	AL817150	TC192518	Experimental	
8	3	11	5	WheatUG-1_GS0041_D5	AL815585	TC210753	Experimental	
8	3	12	5	WheatUG-1_GS0037_F9	AL815924		Experimental	
8	3	13	5	WheatUG-1_GS0037_H1	AL815845		Experimental	
8	3	14	5	WheatUG-1_GS0033_B7	AL816334		Experimental	
9	3	1	5	WheatUG-1_GS0035_H4	AL816552		Experimental	
9	3	2	5	WheatUG-1_GS0031_B10	AL814538	TC222206	Experimental	
9	3	3	5	WheatUG-1_GS0031_D2	AL815224	TC190680	Experimental	
9	3	4	5	WheatUG-1_GS0027_F6	AL814342	TC209570	Experimental	
9	3	5	5	WheatUG-1_GS0023_H10	AL812937		Experimental	
9	3	6	5	WheatUG-1_GS0023_B4	AL812843	TC209705	Experimental	
9	3	7	5	WheatUG-1_GS0019_D8	AL812329		Experimental	
9	3	8	5	WheatUG-1_GS0015_F12	AL810359	TC215952	Experimental	
9	3	9	5	WheatUG-1_GS0015_H4	AL811461	TC218495	Experimental	
9	3	10	5	WheatUG-1_GS0011_B10	AL812003	TC223207	Experimental	
9	3	11	5	WheatUG-1_GS0011_D2	AL811760	TC207745	Experimental	
9	3	12	5	WheatUG-1_GS0007_F6	AL808298	TC188818	Experimental	
9	3	13	5	WheatUG-1_GS0003_H10	AL809232	TC205125	Experimental	
9	3	14	5	WheatUG-1_GS0003_B4	AL809118	TC188064	Experimental	
10	3	1	5	WheatUG-1_GS0033_H4	AL816314		Experimental	
10	3	2	5	WheatUG-1_GS0029_B10	AL814829	TC194570	Experimental	
10	3	3	5	WheatUG-1_GS0029_D2	AL814042		Experimental	
10	3	4	5	WheatUG-1_GS0025_F6	AL813215		Experimental	
10	3	5	5	WheatUG-1_GS0021_H10	AL812052		Experimental	
10	3	6	5	WheatUG-1_GS0021_B4	AL812676	TC220289	Experimental	
10	3	7	5	WheatUG-1_GS0017_D8	AL813421	TC220966	Experimental	
10	3	8	5	WheatUG-1_GS0013_F12	AL811162	TC204086	Experimental	
10	3	9	5	WheatUG-1_GS0013_H4	AL811022	TC212577	Experimental	
10	3	10	5	WheatUG-1_GS0009_B10	AL810153		Experimental	
10	3	11	5	WheatUG-1_GS0009_D2	AL810004	TC206278	Experimental	
10	3	12	5	WheatUG-1_GS0005_F6	AL808798	TC193259	Experimental	
10	3	13	5	WheatUG-1_GS0001_H10	AL809625	TC187912	Experimental	
10	3	14	5	WheatUG-1_GS0001_B4	AL809484	TC192434	Experimental	
11	3	1	5	WheatUG-1_GS0035_H3	AL816540		Experimental	
11	3	2	5	WheatUG-1_GS0031_B9	AL814505	TC210846	Experimental	
11	3	3	5	WheatUG-1_GS0031_D1	AL815198	TC220594	Experimental	
11	3	4	5	WheatUG-1_GS0027_F5	AL814326	TC191469	Experimental	
11	3	5	5	WheatUG-1_GS0023_H9	AL812926	TC195207	Experimental	
11	3	6	5	WheatUG-1_GS0023_B3	AL812827	TC197742	Experimental	
11	3	7	5	WheatUG-1_GS0019_D7	AL812315	TC216479	Experimental	
11	3	8	5	WheatUG-1_GS0015_F11	AL810345	TC226683	Experimental	
11	3	9	5	WheatUG-1_GS0015_H3	AL811441	TC213400	Experimental	
11	3	10	5	WheatUG-1_GS0011_B9	AL811973	TC191755	Experimental	
11	3	11	5	WheatUG-1_GS0011_D1	AL811720	TC191005	Experimental	
11	3	12	5	WheatUG-1_GS0007_F5	AL808286	TC213826	Experimental	
11	3	13	5	WheatUG-1_GS0003_H9	AL809214		Experimental	
11	3	14	5	WheatUG-1_GS0003_B3	AL809088	TC209510	Experimental	
12	3	1	5	WheatUG-1_GS0033_H3	AL816303	TC230974	Experimental	
12	3	2	5	WheatUG-1_GS0029_B9	AL814807	TC210788	Experimental	
12	3	3	5	WheatUG-1_GS0029_D1	AL814026	TC208263	Experimental	
12	3	4	5	WheatUG-1_GS0025_F5	AL813198	TC195810	Experimental	
12	3	5	5	WheatUG-1_GS0021_H9	AL812787	TC215879	Experimental	
12	3	6	5	WheatUG-1_GS0021_B3	AL812662	TC188693	Experimental	
12	3	7	5	WheatUG-1_GS0017_D7	AL813411	TC189448	Experimental	
12	3	8	5	WheatUG-1_GS0013_F11	AL811143	TC206808	Experimental	
12	3	9	5	WheatUG-1_GS0013_H3	AL811002	TC205801	Experimental	
12	3	10	5	WheatUG-1_GS0009_B9	AL810131	TC220692	Experimental	
12	3	13	5	WheatUG-1_GS0001_H9	AL809590	TC209857	Experimental	
12	3	14	5	WheatUG-1_GS0001_B3	AL809465	TC195628	Experimental	
1	3	2	6	WheatUG-1_GS0095_D6	AL829727		Experimental	
1	3	3	6	WheatUG-1_GS0091_F10	AL828547	TC195582	Experimental	
1	3	4	6	WheatUG-1_GS0091_H2	AL827683		Experimental	
1	3	5	6	WheatUG-1_GS0087_B8	AL826727		Experimental	
1	3	6	6	WheatUG-1_GS0083_D12	AL826283	TC212030	Experimental	
1	3	7	6	WheatUG-1_GS0083_F4	AL826164	TC190623	Experimental	
1	3	8	6	WheatUG-1_GS0079_H8	AL825177	TC222350	Experimental	
1	3	9	6	WheatUG-1_GS0079_B2	AL822944	TC210512	Experimental	
1	3	10	6	WheatUG-1_GS0075_D6	AL825915	TC189118	Experimental	
1	3	12	6	WheatUG-1_GS0071_H2	AL823108	TC222438	Experimental	
1	3	13	6	WheatUG-1_GS0067_B8	AL823247	TC192923	Experimental	
1	3	14	6	WheatUG-1_GS0063_D12	AL821026	TC220698	Experimental	
2	3	2	6	WheatUG-1_GS0093_D6	AL828762	TC215622	Experimental	
2	3	3	6	WheatUG-1_GS0089_F10	AL827036		Experimental	
2	3	4	6	WheatUG-1_GS0089_H2	AL827214	TC231117	Experimental	
2	3	5	6	WheatUG-1_GS0085_B8	AL828367	TC209824	Experimental	
2	3	6	6	WheatUG-1_GS0081_D12	AL825506	TC226671	Experimental	
2	3	7	6	WheatUG-1_GS0081_F4	AL822643		Experimental	
2	3	8	6	WheatUG-1_GS0077_H8	AL822551	TC209671	Experimental	
2	3	9	6	WheatUG-1_GS0077_B2	AL822408	TC222542	Experimental	
2	3	10	6	WheatUG-1_GS0073_D6	AL825043	TC209732	Experimental	
2	3	11	6	WheatUG-1_GS0069_F10	AL821346	TC210764	Experimental	
2	3	12	6	WheatUG-1_GS0069_H2	AL821235	TC191266	Experimental	
2	3	13	6	WheatUG-1_GS0065_B8	AL820713	TC213559	Experimental	
2	3	14	6	WheatUG-1_GS0061_D12	AL819937	TC189845	Experimental	
3	3	2	6	WheatUG-1_GS0095_D5	AL829705	TC193100	Experimental	
3	3	3	6	WheatUG-1_GS0091_F9	AL828527	TC223574	Experimental	
3	3	4	6	WheatUG-1_GS0091_H1	AL827661	TC194079	Experimental	
3	3	5	6	WheatUG-1_GS0087_B7	AL826693		Experimental	
3	3	6	6	WheatUG-1_GS0083_D11	AL826263	TC193557	Experimental	
3	3	7	6	WheatUG-1_GS0083_F3	AL826150	TC192031	Experimental	
3	3	8	6	WheatUG-1_GS0079_H7	AL825161	TC190682	Experimental	
3	3	9	6	WheatUG-1_GS0079_B1	AL822916	TC191920	Experimental	
3	3	10	6	WheatUG-1_GS0075_D5	AL825903	TC191183	Experimental	
3	3	11	6	WheatUG-1_GS0071_F9	AL821488	TC214414	Experimental	
3	3	12	6	WheatUG-1_GS0071_H1	AL823100	TC218494	Experimental	
3	3	13	6	WheatUG-1_GS0067_B7	AL823236		Experimental	
3	3	14	6	WheatUG-1_GS0063_D11	AL820907	TC200104	Experimental	
4	3	2	6	WheatUG-1_GS0093_D5	AL828749		Experimental	
4	3	3	6	WheatUG-1_GS0089_F9	AL827062	TC228966	Experimental	
4	3	4	6	WheatUG-1_GS0089_H1	AL827227	TC219274	Experimental	
4	3	5	6	WheatUG-1_GS0085_B7	AL828347	TC216170	Experimental	
4	3	6	6	WheatUG-1_GS0081_D11	AL825493	TC219111	Experimental	
4	3	7	6	WheatUG-1_GS0081_F3	AL822626	TC220777	Experimental	
4	3	8	6	WheatUG-1_GS0077_H7	AL822520		Experimental	
4	3	9	6	WheatUG-1_GS0077_B1	AL822394		Experimental	
4	3	10	6	WheatUG-1_GS0073_D5	AL825024	TC208275	Experimental	
4	3	11	6	WheatUG-1_GS0069_F9	AL821332	TC220810	Experimental	
4	3	12	6	WheatUG-1_GS0069_H1	AL821222	TC203649	Experimental	
4	3	13	6	WheatUG-1_GS0065_B7	AL820952	TC220331	Experimental	
4	3	14	6	WheatUG-1_GS0061_D11	AL821805	TC209350	Experimental	
5	3	2	6	WheatUG-1_GS0063_D2	AL820756	TC189741	Experimental	
5	3	3	6	WheatUG-1_GS0059_F6	AL820401	TC218922	Experimental	
5	3	4	6	WheatUG-1_GS0055_H10	AL819303	TC231311	Experimental	
5	3	5	6	WheatUG-1_GS0055_B4	AL819181		Experimental	
5	3	6	6	WheatUG-1_GS0051_D8	AL817851	TC202999	Experimental	
5	3	9	6	WheatUG-1_GS0047_B10	AL818595	TC202753	Experimental	
5	3	10	6	WheatUG-1_GS0047_D2	AL818502	TC202833	Experimental	
5	3	11	6	WheatUG-1_GS0043_F6	AL818176	TC206471	Experimental	
5	3	12	6	WheatUG-1_GS0039_H10	AL815270	TC222944	Experimental	
5	3	13	6	WheatUG-1_GS0039_B4	AL816128	TC200278	Experimental	
5	3	14	6	WheatUG-1_GS0035_D8	AL816593		Experimental	
6	3	2	6	WheatUG-1_GS0061_D2	AL821710		Experimental	
6	3	3	6	WheatUG-1_GS0057_F6	AL821810		Experimental	
6	3	4	6	WheatUG-1_GS0053_H10	AL819048	TC208671	Experimental	
6	3	5	6	WheatUG-1_GS0053_B4	AL819887	TC213131	Experimental	
6	3	6	6	WheatUG-1_GS0049_D8	AL816863		Experimental	
6	3	9	6	WheatUG-1_GS0045_B10	AL817360		Experimental	
6	3	10	6	WheatUG-1_GS0045_D2	AL817182		Experimental	
6	3	11	6	WheatUG-1_GS0041_F6	AL815599	TC207130	Experimental	
6	3	12	6	WheatUG-1_GS0037_H10	AL815937		Experimental	
6	3	13	6	WheatUG-1_GS0037_B4	AL815865		Experimental	
6	3	14	6	WheatUG-1_GS0033_D8	AL816346		Experimental	
7	3	2	6	WheatUG-1_GS0063_D1	AL820371	TC225443	Experimental	
7	3	3	6	WheatUG-1_GS0059_F5	AL820208	TC206214	Experimental	
7	3	4	6	WheatUG-1_GS0055_H9	AL819287	TC205723	Experimental	
7	3	5	6	WheatUG-1_GS0055_B3	AL819164	TC225790	Experimental	
7	3	6	6	WheatUG-1_GS0051_D7	AL817817	TC198973	Experimental	
7	3	9	6	WheatUG-1_GS0047_B9	AL818575		Experimental	
7	3	10	6	WheatUG-1_GS0047_D1	AL818482	TC192553	Experimental	
7	3	11	6	WheatUG-1_GS0043_F5	AL818157	TC188976	Experimental	
7	3	12	6	WheatUG-1_GS0039_H9	AL815256	TC199586	Experimental	
7	3	13	6	WheatUG-1_GS0039_B3	AL816119		Experimental	
7	3	14	6	WheatUG-1_GS0035_D7	AL816580	TC215592	Experimental	
8	3	2	6	WheatUG-1_GS0061_D1	AL820341	TC196195	Experimental	
8	3	3	6	WheatUG-1_GS0057_F5	AL820325	TC231411	Experimental	
8	3	4	6	WheatUG-1_GS0053_H9	AL819032	TC211297	Experimental	
8	3	5	6	WheatUG-1_GS0053_B3	AL819869	TC194857	Experimental	
8	3	6	6	WheatUG-1_GS0049_D7	AL816837	TC203352	Experimental	
8	3	9	6	WheatUG-1_GS0045_B9	AL817342		Experimental	
8	3	10	6	WheatUG-1_GS0045_D1	AL817152	TC211197	Experimental	
8	3	11	6	WheatUG-1_GS0041_F5	AL815587		Experimental	
8	3	12	6	WheatUG-1_GS0037_H9	AL815926		Experimental	
8	3	13	6	WheatUG-1_GS0037_B3	AL815855	TC229834	Experimental	
8	3	14	6	WheatUG-1_GS0033_D7	AL816336		Experimental	
9	3	2	6	WheatUG-1_GS0031_D10	AL814551		Experimental	
9	3	3	6	WheatUG-1_GS0031_F2	AL815226	TC222538	Experimental	
9	3	4	6	WheatUG-1_GS0027_H6	AL814345	TC191892	Experimental	
9	3	5	6	WheatUG-1_GS0023_B12	AL812952	TC209518	Experimental	
9	3	6	6	WheatUG-1_GS0023_D4	AL812846		Experimental	
9	3	7	6	WheatUG-1_GS0019_F8	AL812333	TC220297	Experimental	
9	3	8	6	WheatUG-1_GS0015_H12	AL810363	TC207463	Experimental	
9	3	9	6	WheatUG-1_GS0015_B6	AL811491		Experimental	
9	3	10	6	WheatUG-1_GS0011_D10	AL812010	TC192643	Experimental	
9	3	12	6	WheatUG-1_GS0007_H6	AL808302		Experimental	
9	3	13	6	WheatUG-1_GS0003_B12	AL809248	TC205386	Experimental	
9	3	14	6	WheatUG-1_GS0003_D4	AL809121	TC187659	Experimental	
10	3	2	6	WheatUG-1_GS0029_D10	AL814832	TC206437	Experimental	
10	3	3	6	WheatUG-1_GS0029_F2	AL814044	TC196311	Experimental	
10	3	4	6	WheatUG-1_GS0025_H6	AL813219	TC215638	Experimental	
10	3	5	6	WheatUG-1_GS0021_B12	AL812070	TC198951	Experimental	
10	3	6	6	WheatUG-1_GS0021_D4	AL812683	TC224786	Experimental	
10	3	7	6	WheatUG-1_GS0017_F8	AL813428	TC197322	Experimental	
10	3	8	6	WheatUG-1_GS0013_H12	AL811167	TC204368	Experimental	
10	3	9	6	WheatUG-1_GS0013_B6	AL811048	TC228811	Experimental	
10	3	10	6	WheatUG-1_GS0009_D10	AL810155		Experimental	
10	3	11	6	WheatUG-1_GS0009_F2	AL810015	TC191472	Experimental	
10	3	13	6	WheatUG-1_GS0001_B12	AL809653	TC191170	Experimental	
10	3	14	6	WheatUG-1_GS0001_D4	AL809486	TC210718	Experimental	
11	3	2	6	WheatUG-1_GS0031_D9	AL814509		Experimental	
11	3	3	6	WheatUG-1_GS0031_F1	AL815204	TC224629	Experimental	
11	3	4	6	WheatUG-1_GS0027_H5	AL814332	TC223300	Experimental	
11	3	5	6	WheatUG-1_GS0023_B11	AL812941	TC218865	Experimental	
11	3	6	6	WheatUG-1_GS0023_D3	AL812831	TC206851	Experimental	
